"id","uid","available_power","total_runtime","utilized_power","water_yield","created_at"
"124305","865357062793300","0","0","0","0","2025-09-12 10:44:39"
"124306","865357062793300","0","0","0","0","2025-09-12 10:45:06"
"124307","865357062793300","0","0","0","0","2025-09-12 10:45:38"
"124308","865357062793300","0","0","0","0","2025-09-12 10:46:01"
"124309","865357062793300","0","0","0","0","2025-09-12 10:46:24"
"124310","865357062793300","0","0","0","0","2025-09-12 10:46:41"
"124311","865357062793300","0","0","0","0","2025-09-12 10:47:30"
"124312","865357062793300","0","0","0","0","2025-09-12 10:47:57"
"124313","865357062793300","0","0","0","0","2025-09-12 10:48:14"
"124314","865357062793300","0","0","0","0","2025-09-12 10:48:41"
"124315","865357062793300","0","0","0","0","2025-09-12 10:49:12"
"124316","865357062793300","0","0","0","0","2025-09-12 10:49:30"
"124317","865357062793300","0","0","0","0","2025-09-12 10:49:46"
"124318","865357062793300","0","0","0","0","2025-09-12 10:50:37"
"124319","865357062793300","0","0","0","0","2025-09-12 10:51:38"
"124320","865357062793300","0","0","0","0","2025-09-12 10:53:43"
"124321","865357062793300","0","0","0","0","2025-09-12 10:54:10"
"124322","865357062793300","0","0","0","0","2025-09-12 10:54:37"
"124323","865357062793300","0","0","0","0","2025-09-12 10:55:15"
"124324","865357062793300","0","0","0","0","2025-09-12 10:55:37"
"124325","865357062793300","0","0","0","0","2025-09-12 10:56:15"
"124326","865357062793300","0","0","0","0","2025-09-12 10:56:44"
"124327","865357062793300","0","0","0","0","2025-09-12 10:57:26"
"124328","865357062793300","0","0","0","0","2025-09-12 10:57:42"
"124329","865357062793300","0","0","0","0","2025-09-12 10:58:32"
"124330","865357062793300","0","0","0","0","2025-09-12 10:58:59"
"124331","865357062793300","0","0","0","0","2025-09-12 10:59:16"
"124332","865357062793300","0","0","0","0","2025-09-12 11:00:11"
"124333","865357062793300","0","0","0","0","2025-09-12 11:00:34"
"124334","865357062793300","0","0","0","0","2025-09-12 11:01:01"
"124335","865357062793300","0","0","0","0","2025-09-12 11:01:24"
"124336","865357062793300","0","0","0","0","2025-09-12 11:01:41"
"124337","865357062793300","0","0","0","0","2025-09-12 11:01:59"
"124338","865357062793300","0","0","0","0","2025-09-12 11:02:16"
"124339","865357062793300","0","0","0","0","2025-09-12 11:02:43"
"124340","865357062793300","0","0","0","0","2025-09-12 11:03:00"
"124341","865357062793300","0","0","0","0","2025-09-12 11:03:27"
"124342","865357062793300","0","0","0","0","2025-09-12 11:03:54"
"124343","865357062793300","0","0","0","0","2025-09-12 11:04:21"
"124344","865357062793300","0","0","0","0","2025-09-12 11:04:39"
"124345","865357062793300","0","0","0","0","2025-09-12 11:04:56"
"124346","865357062793300","0","0","0","0","2025-09-12 11:05:20"
"124347","865357062793300","0","0","0","0","2025-09-12 11:05:46"
"124348","865357062793300","0","0","0","0","2025-09-12 11:06:03"
"124349","865357062793300","0","0","0","0","2025-09-12 11:06:55"
"124350","865357062793300","0","0","0","0","2025-09-12 11:07:15"
"124351","865357062793300","0","0","0","0","2025-09-12 11:07:41"
"124352","865357062793300","0","0","0","0","2025-09-12 11:08:11"
"124353","865357062793300","0","0","0","0","2025-09-12 11:08:40"
"124354","865357062793300","0","0","0","0","2025-09-12 11:09:06"
"124355","865357062793300","0","0","0","0","2025-09-12 11:09:23"
"124356","865357062793300","0","0","0","0","2025-09-12 11:09:46"
"124357","865357062793300","0","0","0","0","2025-09-12 11:10:03"
"124358","865357062793300","0","0","0","0","2025-09-12 11:10:19"
"124359","865357062793300","0","0","0","0","2025-09-12 11:11:06"
"124360","865357062793300","0","0","0","0","2025-09-12 11:12:06"
"124361","865357062793300","0","0","0","0","2025-09-12 11:14:13"
"124362","865357062793300","0","0","0","0","2025-09-12 11:15:12"
"124363","865357062793300","0","0","0","0","2025-09-12 11:16:12"
"124364","865357062793300","0","0","0","0","2025-09-12 11:16:43"
"124365","865357062793300","0","0","0","0","2025-09-12 11:17:09"
"124366","865357062793300","0","0","0","0","2025-09-12 11:17:36"
"124367","865357062793300","0","0","0","0","2025-09-12 11:18:03"
"124368","865357062793300","0","0","0","0","2025-09-12 11:18:21"
"124369","865357062793300","0","0","0","0","2025-09-12 11:18:48"
"124370","865357062793300","0","0","0","0","2025-09-12 11:19:15"
"124371","865357062793300","0","0","0","0","2025-09-12 11:19:35"
"124372","865357062793300","0","0","0","0","2025-09-12 11:19:58"
"124373","865357062793300","0","0","0","0","2025-09-12 11:20:25"
"124374","865357062793300","0","0","0","0","2025-09-12 11:20:42"
"124375","865357062793300","0","0","0","0","2025-09-12 11:21:08"
"124376","865357062793300","0","0","0","0","2025-09-12 11:21:34"
"124377","865357062793300","0","0","0","0","2025-09-12 11:22:01"
"124378","865357062793300","0","0","0","0","2025-09-12 11:22:28"
"124379","865357062793300","0","0","0","0","2025-09-12 11:22:45"
"124380","865357062793300","0","0","0","0","2025-09-12 11:23:16"
"124381","865357062793300","0","0","0","0","2025-09-12 11:23:33"
"124382","865357062793300","0","0","0","0","2025-09-12 11:23:50"
"124383","865357062793300","0","0","0","0","2025-09-12 11:24:14"
"124384","865357062793300","0","0","0","0","2025-09-12 11:24:41"
"124385","865357062793300","0","0","0","0","2025-09-12 11:24:57"
"124386","865357062793300","0","0","0","0","2025-09-12 11:25:47"
"124387","865357062793300","0","0","0","0","2025-09-12 11:26:14"
"124388","865357062793300","0","0","0","0","2025-09-12 11:26:46"
"124389","865357062793300","0","0","0","0","2025-09-12 11:27:12"
"124390","865357062793300","0","0","0","0","2025-09-12 11:27:35"
"124391","865357062793300","0","0","0","0","2025-09-12 11:28:02"
"124392","865357062793300","0","0","0","0","2025-09-12 11:28:28"
"124393","865357062793300","0","0","0","0","2025-09-12 11:28:45"
"124394","865357062793300","0","0","0","0","2025-09-12 11:29:33"
"124395","865357062793300","0","0","0","0","2025-09-12 11:30:04"
"124396","865357062793300","0","0","0","0","2025-09-12 11:30:39"
"124397","865357062793300","0","0","0","0","2025-09-12 11:31:06"
"124398","865357062793300","0","0","0","0","2025-09-12 11:31:29"
"124399","865357062793300","0","0","0","0","2025-09-12 11:31:46"
"124400","865357062793300","0","0","0","0","2025-09-12 11:32:12"
"124401","865357062793300","0","0","0","0","2025-09-12 11:32:29"
"124402","865357062793300","0","0","0","0","2025-09-12 11:32:56"
"124403","865357062793300","0","0","0","0","2025-09-12 11:33:13"
"124404","865357062793300","0","0","0","0","2025-09-12 11:34:04"
"124405","865357062793300","0","0","0","0","2025-09-12 11:35:04"
"124406","865357062793300","0","0","0","0","2025-09-12 11:37:11"
"124407","865357062793300","0","0","0","0","2025-09-12 11:37:32"
"124408","865357062793300","0","0","0","0","2025-09-12 11:37:52"
"124409","865357062793300","0","0","0","0","2025-09-12 11:38:15"
"124410","865357062793300","0","0","0","0","2025-09-12 11:38:32"
"124411","865357062793300","0","0","0","0","2025-09-12 11:38:49"
"124412","865357062793300","0","0","0","0","2025-09-12 11:39:42"
"124413","865357062793300","0","0","0","0","2025-09-12 11:40:41"
"124414","865357062793300","0","0","0","0","2025-09-12 11:42:48"
"124415","865357062793300","0","0","0","0","2025-09-12 11:43:15"
"124416","865357062793300","0","0","0","0","2025-09-12 11:43:32"
"124417","865357062793300","0","0","0","0","2025-09-12 11:43:49"
"124418","865357062793300","0","0","0","0","2025-09-12 11:44:16"
"124419","865357062793300","0","0","0","0","2025-09-12 11:44:32"
"124420","865357062793300","0","0","0","0","2025-09-12 11:45:04"
"124421","865357062793300","0","0","0","0","2025-09-12 11:45:21"
"124422","865357062793300","0","0","0","0","2025-09-12 11:45:48"
"124423","865357062793300","0","0","0","0","2025-09-12 11:46:17"
"124424","865357062793300","0","0","0","0","2025-09-12 11:46:44"
"124425","865357062793300","0","0","0","0","2025-09-12 11:47:10"
"124426","865357062793300","0","0","0","0","2025-09-12 11:47:37"
"124427","865357062793300","0","0","0","0","2025-09-12 11:48:03"
"124428","865357062793300","0","0","0","0","2025-09-12 11:48:20"
"124429","865357062793300","0","0","0","0","2025-09-12 11:48:43"
"124430","865357062793300","0","0","0","0","2025-09-12 11:49:00"
"124431","865357062793300","0","0","0","0","2025-09-12 11:49:54"
"124432","865357062793300","0","0","0","0","2025-09-12 11:50:10"
"124433","865357062793300","0","0","0","0","2025-09-12 11:51:02"
"124434","865357062793300","0","0","0","0","2025-09-12 11:51:33"
"124435","865357062793300","0","0","0","0","2025-09-12 11:52:00"
"124436","865357062793300","0","0","0","0","2025-09-12 11:52:18"
"124437","865357062793300","0","0","0","0","2025-09-12 11:52:34"
"124438","865357062793300","0","0","0","0","2025-09-12 11:53:12"
"124439","865357062793300","0","0","0","0","2025-09-12 11:53:30"
"124440","865357062793300","0","0","0","0","2025-09-12 11:53:57"
"124441","865357062793300","0","0","0","0","2025-09-12 11:54:24"
"124442","865357062793300","0","0","0","0","2025-09-12 11:54:51"
"124443","865357062793300","0","0","0","0","2025-09-12 11:55:18"
"124444","865357062793300","0","0","0","0","2025-09-12 11:55:59"
"124445","865357062793300","0","0","0","0","2025-09-12 11:56:16"
"124446","865357062793300","0","0","0","0","2025-09-12 11:57:10"
"124447","865357062793300","0","0","0","0","2025-09-12 11:57:37"
"124448","865357062793300","0","0","0","0","2025-09-12 11:58:04"
"124449","865357062793300","0","0","0","0","2025-09-12 11:58:37"
"124450","865357062793300","0","0","0","0","2025-09-12 11:59:00"
"124451","865357062793300","0","0","0","0","2025-09-12 11:59:27"
"124452","865357062793300","0","0","0","0","2025-09-12 11:59:44"
"124453","865357062793300","0","0","0","0","2025-09-12 12:00:11"
"124454","865357062793300","0","0","0","0","2025-09-12 12:00:29"
"124455","865357062793300","0","0","0","0","2025-09-12 12:00:55"
"124456","865357062793300","0","0","0","0","2025-09-12 12:01:22"
"124457","865357062793300","0","0","0","0","2025-09-12 12:01:49"
"124458","865357062793300","0","0","0","0","2025-09-12 12:02:07"
"124459","865357062793300","0","0","0","0","2025-09-12 12:02:33"
"124460","865357062793300","0","0","0","0","2025-09-12 12:02:59"
"124461","865357062793300","0","0","0","0","2025-09-12 12:03:17"
"124462","865357062793300","0","0","0","0","2025-09-12 12:03:44"
"124463","865357062793300","0","0","0","0","2025-09-12 12:04:10"
"124464","865357062793300","0","0","0","0","2025-09-12 12:04:36"
"124465","865357062793300","0","0","0","0","2025-09-12 12:05:30"
"124466","865357062793300","0","0","0","0","2025-09-12 12:05:56"
"124467","865357062793300","0","0","0","0","2025-09-12 12:06:23"
"124468","865357062793300","0","0","0","0","2025-09-12 12:06:49"
"124469","865357062793300","0","0","0","0","2025-09-12 12:07:06"
"124470","865357062793300","0","0","0","0","2025-09-12 12:07:57"
"124471","865357062793300","0","0","0","0","2025-09-12 12:08:23"
"124472","865357062793300","0","0","0","0","2025-09-12 12:08:50"
"124473","865357062793300","0","0","0","0","2025-09-12 12:09:07"
"124474","865357062793300","0","0","0","0","2025-09-12 12:09:24"
"124475","865357062793300","0","0","0","0","2025-09-12 12:09:47"
"124476","865357062793300","0","0","0","0","2025-09-12 12:10:14"
"124477","865357062793300","0","0","0","0","2025-09-12 12:10:37"
"124478","865357062793300","0","0","0","0","2025-09-12 12:11:03"
"124479","865357062793300","0","0","0","0","2025-09-12 12:11:21"
"124480","865357062793300","0","0","0","0","2025-09-12 12:11:38"
"124481","865357062793300","0","0","0","0","2025-09-12 12:11:55"
"124482","865357062793300","0","0","0","0","2025-09-12 12:12:18"
"124483","865357062793300","0","0","0","0","2025-09-12 12:12:44"
"124484","865357062793300","0","0","0","0","2025-09-12 12:13:11"
"124485","865357062793300","0","0","0","0","2025-09-12 12:13:37"
"124486","865357062793300","0","0","0","0","2025-09-12 12:13:54"
"124487","865357062793300","0","0","0","0","2025-09-12 12:14:11"
"124488","865357062793300","0","0","0","0","2025-09-12 12:14:28"
"124489","865357062793300","0","0","0","0","2025-09-12 12:15:19"
"124490","865357062793300","0","0","0","0","2025-09-12 12:16:18"
"124491","865357062793300","0","0","0","0","2025-09-12 12:16:50"
"124492","865357062793300","0","0","0","0","2025-09-12 12:17:17"
"124493","865357062793300","0","0","0","0","2025-09-12 12:17:44"
"124494","865357062793300","0","0","0","0","2025-09-12 12:18:10"
"124495","865357062793300","0","0","0","0","2025-09-12 12:18:38"
"124496","865357062793300","0","0","0","0","2025-09-12 12:18:54"
"124497","865357062793300","0","0","0","0","2025-09-12 12:19:39"
"124498","865357062793300","0","0","0","0","2025-09-12 12:20:20"
"124499","865357062793300","0","0","0","0","2025-09-12 12:21:14"
"124500","865357062793300","0","0","0","0","2025-09-12 12:21:31"
"124501","865357062793300","0","0","0","0","2025-09-12 12:21:48"
"124502","865357062793300","0","0","0","0","2025-09-12 12:22:15"
"124503","865357062793300","0","0","0","0","2025-09-12 12:22:32"
"124504","865357062793300","0","0","0","0","2025-09-12 12:23:25"
"124505","865357062793300","0","0","0","0","2025-09-12 12:24:26"
"124506","865357062793300","0","0","0","0","2025-09-12 12:26:31"
"124507","865357062793300","0","0","0","0","2025-09-12 12:26:48"
"124508","865357062793300","0","0","0","0","2025-09-12 12:27:15"
"124509","865357062793300","0","0","0","0","2025-09-12 12:27:42"
"124510","865357062793300","0","0","0","0","2025-09-12 12:27:59"
"124511","865357062793300","0","0","0","0","2025-09-12 12:28:16"
"124512","865357062793300","0","0","0","0","2025-09-12 12:28:50"
"124513","865357062793300","0","0","0","0","2025-09-12 12:29:17"
"124514","865357062793300","0","0","0","0","2025-09-12 12:29:35"
"124515","865357062793300","0","0","0","0","2025-09-12 12:29:53"
"124516","865357062793300","0","0","0","0","2025-09-12 12:30:28"
"124517","865357062793300","0","0","0","0","2025-09-12 12:30:45"
"124518","865357062793300","0","0","0","0","2025-09-12 12:31:34"
"124519","865357062793300","0","0","0","0","2025-09-12 12:32:35"
"124520","865357062793300","0","0","0","0","2025-09-12 12:32:58"
"124521","865357062793300","0","0","0","0","2025-09-12 12:33:25"
"124522","865357062793300","0","0","0","0","2025-09-12 12:33:52"
"124523","865357062793300","0","0","0","0","2025-09-12 12:34:18"
"124524","865357062793300","0","0","0","0","2025-09-12 12:34:35"
"124525","865357062793300","0","0","0","0","2025-09-12 12:35:02"
"124526","865357062793300","0","0","0","0","2025-09-12 12:35:19"
"124527","865357062793300","0","0","0","0","2025-09-12 12:36:10"
"124528","865357062793300","0","0","0","0","2025-09-12 12:37:10"
"124529","865357062793300","0","0","0","0","2025-09-12 12:37:33"
"124530","865357062793300","0","0","0","0","2025-09-12 12:38:01"
"124531","865357062793300","0","0","0","0","2025-09-12 12:38:27"
"124532","865357062793300","0","0","0","0","2025-09-12 12:38:43"
"124533","865357062793300","0","0","0","0","2025-09-12 12:39:27"
"124534","865357062793300","0","0","0","0","2025-09-12 12:40:06"
"124535","865357062793300","0","0","0","0","2025-09-12 12:40:32"
"124536","865357062793300","0","0","0","0","2025-09-12 12:41:25"
"124537","865357062793300","0","0","0","0","2025-09-12 12:41:52"
"124538","865357062793300","0","0","0","0","2025-09-12 12:42:18"
"124539","865357062793300","0","0","0","0","2025-09-12 12:42:35"
"124540","865357062793300","0","0","0","0","2025-09-12 12:43:27"
"124541","865357062793300","0","0","0","0","2025-09-12 12:43:44"
"124542","865357062793300","0","0","0","0","2025-09-12 12:44:10"
"124543","865357062793300","0","0","0","0","2025-09-12 12:44:28"
"124544","865357062793300","0","0","0","0","2025-09-12 12:44:46"
"124545","865357062793300","0","0","0","0","2025-09-12 12:45:03"
"124546","865357062793300","0","0","0","0","2025-09-12 12:45:57"
"124547","865357062793300","0","0","0","0","2025-09-12 12:46:57"
"124548","865357062793300","0","0","0","0","2025-09-12 12:47:33"
"124549","865357062793300","0","0","0","0","2025-09-12 12:48:13"
"124550","865357062793300","0","0","0","0","2025-09-12 12:48:54"
"124551","865357062793300","0","0","0","0","2025-09-12 12:49:23"
"124552","865357062793300","0","0","0","0","2025-09-12 12:49:40"
"124553","865357062793300","0","0","0","0","2025-09-12 12:49:57"
"124554","865357062793300","0","0","0","0","2025-09-12 12:50:42"
"124555","865357062793300","0","0","0","0","2025-09-12 12:51:43"
"124556","865357062793300","0","0","0","0","2025-09-12 12:52:20"
"124557","865357062793300","0","0","0","0","2025-09-12 12:52:46"
"124558","865357062793300","0","0","0","0","2025-09-12 12:53:13"
"124559","865357062793300","0","0","0","0","2025-09-12 12:53:31"
"124560","865357062793300","0","0","0","0","2025-09-12 12:53:48"
"124561","865357062793300","0","0","0","0","2025-09-12 12:54:05"
"124562","865357062793300","0","0","0","0","2025-09-12 12:54:53"
"124563","865357062793300","0","0","0","0","2025-09-12 12:55:09"
"124564","865357062793300","0","0","0","0","2025-09-12 12:55:36"
"124565","865357062793300","0","0","0","0","2025-09-12 12:55:59"
"124566","865357062793300","0","0","0","0","2025-09-12 12:56:26"
"124567","865357062793300","0","0","0","0","2025-09-12 12:57:26"
"124568","865357062793300","0","0","0","0","2025-09-12 12:58:27"
"124569","865357062793300","0","0","0","0","2025-09-12 13:00:33"
"124570","865357062793300","0","0","0","0","2025-09-12 13:01:32"
"124571","865357062793300","0","0","0","0","2025-09-12 13:02:32"
"124572","865357062793300","0","0","0","0","2025-09-12 13:04:42"
"124573","865357062793300","0","0","0","0","2025-09-12 13:05:38"
"124574","865357062793300","0","0","0","0","2025-09-12 13:06:38"
"124575","865357062793300","0","0","0","0","2025-09-12 13:07:09"
"124576","865357062793300","0","0","0","0","2025-09-12 13:07:36"
"124577","865357062793300","0","0","0","0","2025-09-12 13:08:08"
"124578","865357062793300","0","0","0","0","2025-09-12 13:08:43"
"124579","865357062793300","0","0","0","0","2025-09-12 13:09:00"
"124580","865357062793300","0","0","0","0","2025-09-12 13:09:32"
"124581","865357062793300","0","0","0","0","2025-09-12 13:10:08"
"124582","865357062793300","0","0","0","0","2025-09-12 13:10:37"
"124583","865357062793300","0","0","0","0","2025-09-12 13:10:54"
"124584","865357062793300","0","0","0","0","2025-09-12 13:11:18"
"124585","865357062793300","0","0","0","0","2025-09-12 13:11:41"
"124586","865357062793300","0","0","0","0","2025-09-12 13:12:04"
"124587","865357062793300","0","0","0","0","2025-09-12 13:12:24"
"124588","865357062793300","0","0","0","0","2025-09-12 13:12:52"
"124589","865357062793300","0","0","0","0","2025-09-12 13:13:34"
"124590","865357062793300","0","0","0","0","2025-09-12 13:14:14"
"124591","865357062793300","0","0","0","0","2025-09-12 13:14:31"
"124592","865357062793300","0","0","0","0","2025-09-12 13:15:18"
"124593","865357062793300","0","0","0","0","2025-09-12 13:16:19"
"124594","865357062793300","0","0","0","0","2025-09-12 13:16:42"
"124595","865357062793300","0","0","0","0","2025-09-12 13:16:59"
"124596","865357062793300","0","0","0","0","2025-09-12 13:17:16"
"124597","865357062793300","0","0","0","0","2025-09-12 13:18:10"
"124598","865357062793300","0","0","0","0","2025-09-12 13:19:11"
"124599","865357062793300","0","0","0","0","2025-09-12 13:19:34"
"124600","865357062793300","0","0","0","0","2025-09-12 13:19:52"
"124601","865357062793300","0","0","0","0","2025-09-12 13:20:19"
"124602","865357062793300","0","0","0","0","2025-09-12 13:20:53"
"124603","865357062793300","0","0","0","0","2025-09-12 13:21:19"
"124604","865357062793300","0","0","0","0","2025-09-12 13:21:46"
"124605","865357062793300","0","0","0","0","2025-09-12 13:22:18"
"124606","865357062793300","0","0","0","0","2025-09-12 13:22:45"
"124607","865357062793300","0","0","0","0","2025-09-12 13:23:02"
"124608","865357062793300","0","0","0","0","2025-09-12 13:23:49"
"124609","865357062793300","0","0","0","0","2025-09-12 13:24:06"
"124610","865357062793300","0","0","0","0","2025-09-12 13:24:33"
"124611","865357062793300","0","0","0","0","2025-09-12 13:25:00"
"124612","865357062793300","0","0","0","0","2025-09-12 13:25:32"
"124613","865357062793300","0","0","0","0","2025-09-12 13:26:31"
"124614","865357062793300","0","0","0","0","2025-09-12 13:27:31"
"124615","865357062793300","0","0","0","0","2025-09-12 13:29:38"
"124616","865357062793300","0","0","0","0","2025-09-12 13:29:55"
"124617","865357062793300","0","0","0","0","2025-09-12 13:30:21"
"124618","865357062793300","0","0","0","0","2025-09-12 13:30:39"
"124619","865357062793300","0","0","0","0","2025-09-12 13:30:56"
"124620","865357062793300","0","0","0","0","2025-09-12 13:31:12"
"124621","865357062793300","0","0","0","0","2025-09-12 13:32:08"
"124622","865357062793300","0","0","0","0","2025-09-12 13:33:08"
"124623","865357062793300","0","0","0","0","2025-09-12 13:33:31"
"124624","865357062793300","0","0","0","0","2025-09-12 13:33:52"
"124625","865357062793300","0","0","0","0","2025-09-12 13:34:20"
"124626","865357062793300","0","0","0","0","2025-09-12 13:34:37"
"124627","865357062793300","0","0","0","0","2025-09-12 13:35:04"
"124628","865357062793300","0","0","0","0","2025-09-12 13:35:20"
"124629","865357062793300","0","0","0","0","2025-09-12 13:36:16"
"124630","865357062793300","0","0","0","0","2025-09-12 13:37:16"
"124631","865357062793300","0","0","0","0","2025-09-12 13:37:39"
"124632","865357062793300","0","0","0","0","2025-09-12 13:38:34"
"124633","865357062793300","0","0","0","0","2025-09-12 13:38:51"
"124634","865357062793300","0","0","0","0","2025-09-12 13:39:46"
"124635","865357062793300","0","0","0","0","2025-09-12 13:40:45"
"124636","865357062793300","0","0","0","0","2025-09-12 13:41:09"
"124637","865357062793300","0","0","0","0","2025-09-12 13:41:26"
"124638","865357062793300","0","0","0","0","2025-09-12 13:41:43"
"124639","865357062793300","0","0","0","0","2025-09-12 13:42:29"
"124640","865357062793300","0","0","0","0","2025-09-12 13:42:47"
"124641","865357062793300","0","0","0","0","2025-09-12 13:43:15"
"124642","865357062793300","0","0","0","0","2025-09-12 13:43:32"
"124643","865357062793300","0","0","0","0","2025-09-12 13:43:49"
"124644","865357062793300","0","0","0","0","2025-09-12 13:44:16"
"124645","865357062793300","0","0","0","0","2025-09-12 13:44:47"
"124646","865357062793300","0","0","0","0","2025-09-12 13:45:16"
"124647","865357062793300","0","0","0","0","2025-09-12 13:45:33"
"124648","865357062793300","0","0","0","0","2025-09-12 13:46:15"
"124649","865357062793300","0","0","0","0","2025-09-12 13:46:33"
"124650","865357062793300","0","0","0","0","2025-09-12 13:46:50"
"124651","865357062793300","0","0","0","0","2025-09-12 13:47:06"
"124652","865357062793300","0","0","0","0","2025-09-12 13:47:27"
"124653","865357062793300","0","0","0","0","2025-09-12 13:47:43"
"124654","865357062793300","0","0","0","0","2025-09-12 13:48:00"
"124655","865357062793300","0","0","0","0","2025-09-12 13:48:47"
"124656","865357062793300","0","0","0","0","2025-09-12 13:49:38"
"124657","865357062793300","0","0","0","0","2025-09-12 13:50:07"
"124658","865357062793300","0","0","0","0","2025-09-12 13:50:25"
"124659","865357062793300","0","0","0","0","2025-09-12 13:50:54"
"124660","865357062793300","0","0","0","0","2025-09-12 13:51:11"
"124661","865357062793300","0","0","0","0","2025-09-12 13:51:31"
"124662","865357062793300","0","0","0","0","2025-09-12 13:52:00"
"124663","865357062793300","0","0","0","0","2025-09-12 13:52:41"
"124664","865357062793300","0","0","0","0","2025-09-12 13:52:58"
"124665","865357062793300","0","0","0","0","2025-09-12 13:53:49"
"124666","865357062793300","0","0","0","0","2025-09-12 13:54:49"
"124667","865357062793300","0","0","0","0","2025-09-12 13:55:28"
"124668","865357062793300","0","0","0","0","2025-09-12 13:56:21"
"124669","865357062793300","0","0","0","0","2025-09-12 13:56:53"
"124670","865357062793300","0","0","0","0","2025-09-12 13:57:09"
"124671","865357062793300","0","0","0","0","2025-09-12 13:57:58"
"124672","865357062793300","0","0","0","0","2025-09-12 13:58:58"
"124673","865357062793300","0","0","0","0","2025-09-12 14:01:05"
"124674","865357062793300","0","0","0","0","2025-09-12 14:02:03"
"124675","865357062793300","0","0","0","0","2025-09-12 14:02:22"
"124676","865357062793300","0","0","0","0","2025-09-12 14:02:45"
"124677","865357062793300","0","0","0","0","2025-09-12 14:03:02"
"124678","865357062793300","0","0","0","0","2025-09-12 14:03:29"
"124679","865357062793300","0","0","0","0","2025-09-12 14:03:56"
"124680","865357062793300","0","0","0","0","2025-09-12 14:04:19"
"124681","865357062793300","0","0","0","0","2025-09-12 14:04:36"
"124682","865357062793300","0","0","0","0","2025-09-12 14:05:23"
"124683","865357062793300","0","0","0","0","2025-09-12 14:06:24"
"124684","865357062793300","0","0","0","0","2025-09-12 14:08:31"
"124685","865357062793300","0","0","0","0","2025-09-12 14:08:57"
"124686","865357062793300","0","0","0","0","2025-09-12 14:09:24"
"124687","865357062793300","0","0","0","0","2025-09-12 14:09:51"
"124688","865357062793300","0","0","0","0","2025-09-12 14:10:09"
"124689","865357062793300","0","0","0","0","2025-09-12 14:10:26"
"124690","865357062793300","0","0","0","0","2025-09-12 14:10:53"
"124691","865357062793300","0","0","0","0","2025-09-12 14:11:10"
"124692","865357062793300","0","0","0","0","2025-09-12 14:11:27"
"124693","865357062793300","0","0","0","0","2025-09-12 14:12:18"
"124694","865357062793300","0","0","0","0","2025-09-12 14:13:17"
"124695","865357062793300","0","0","0","0","2025-09-12 14:13:49"
"124696","865357062793300","0","0","0","0","2025-09-12 14:14:18"
"124697","865357062793300","0","0","0","0","2025-09-12 14:15:09"
"124698","865357062793300","0","0","0","0","2025-09-12 14:16:02"
"124699","865357062793300","0","0","0","0","2025-09-12 14:17:04"
"124700","865357062793300","0","0","0","0","2025-09-12 14:18:03"
"124701","865357062793300","0","0","0","0","2025-09-12 14:20:09"
"124702","865357062793300","0","0","0","0","2025-09-12 14:20:27"
"124703","865357062793300","0","0","0","0","2025-09-12 14:20:44"
"124704","865357062793300","0","0","0","0","2025-09-12 14:21:02"
"124705","865357062793300","0","0","0","0","2025-09-12 14:21:28"
"124706","865357062793300","0","0","0","0","2025-09-12 14:21:44"
"124707","865357062793300","0","0","0","0","2025-09-12 14:22:02"
"124708","865357062793300","0","0","0","0","2025-09-12 14:22:25"
"124709","865357062793300","0","0","0","0","2025-09-12 14:22:43"
"124710","865357062793300","0","0","0","0","2025-09-12 14:23:10"
"124711","865357062793300","0","0","0","0","2025-09-12 14:23:37"
"124712","865357062793300","0","0","0","0","2025-09-12 14:24:04"
"124713","865357062793300","0","0","0","0","2025-09-12 14:24:21"
"124714","865357062793300","0","0","0","0","2025-09-12 14:24:47"
"124715","865357062793300","0","0","0","0","2025-09-12 14:25:19"
"124716","865357062793300","0","0","0","0","2025-09-12 14:25:42"
"124717","865357062793300","0","0","0","0","2025-09-12 14:26:20"
"124718","865357062793300","0","0","0","0","2025-09-12 14:26:46"
"124719","865357062793300","0","0","0","0","2025-09-12 14:27:13"
"124720","865357062793300","0","0","0","0","2025-09-12 14:27:41"
"124721","865357062793300","0","0","0","0","2025-09-12 14:28:08"
"124722","865357062793300","0","0","0","0","2025-09-12 14:28:25"
"124723","865357062793300","0","0","0","0","2025-09-12 14:28:42"
"124724","865357062793300","0","0","0","0","2025-09-12 14:29:09"
"124725","865357062793300","0","0","0","0","2025-09-12 14:29:33"
"124726","865357062793300","0","0","0","0","2025-09-12 14:30:00"
"124727","865357062793300","0","0","0","0","2025-09-12 14:31:00"
"124728","865357062793300","0","0","0","0","2025-09-12 14:31:39"
"124729","865357062793300","0","0","0","0","2025-09-12 14:32:05"
"124730","865357062793300","0","0","0","0","2025-09-12 14:32:31"
"124731","865357062793300","0","0","0","0","2025-09-12 14:33:32"
"124732","865357062793300","0","0","0","0","2025-09-12 14:34:32"
"124733","865357062793300","0","0","0","0","2025-09-12 14:36:38"
"124734","865357062793300","0","0","0","0","2025-09-12 14:37:04"
"124735","865357062793300","0","0","0","0","2025-09-12 14:37:22"
"124736","865357062793300","0","0","0","0","2025-09-12 14:37:49"
"124737","865357062793300","0","0","0","0","2025-09-12 14:38:16"
"124738","865357062793300","0","0","0","0","2025-09-12 14:38:43"
"124739","865357062793300","0","0","0","0","2025-09-12 14:39:10"
"124740","865357062793300","0","0","0","0","2025-09-12 14:39:36"
